quarter_end,beta_const,beta_d_rate_mortgage_lag1,beta_pce_real_g_lag1,beta_fed_debt_g_lag1,se_const,se_d_rate_mortgage_lag1,se_pce_real_g_lag1,se_fed_debt_g_lag1
2006-09-30,8.565003564029356,0.15800060304791297,-0.024364775832457775,-0.001251576525518397,0.7638742464653382,0.5059422973720102,0.027840747307014153,0.035762303211230535
2006-12-31,8.444675511873042,0.17068787481482572,-0.02436477596014576,-0.0024428640358193643,0.7580318090044047,0.5069624969557368,0.027840747135929066,0.03566586829220927
2007-03-31,8.737502787896988,0.18328378931835593,-0.024364776076786724,-0.0035849504888482223,0.7823155946982596,0.5078065595279898,0.027840746964353714,0.03554594524764959
2007-06-30,9.49172500866324,0.1951173059276654,-0.02436477617513029,-0.004619188544042606,0.7722753380167698,0.5086957926159374,0.02784074679447172,0.0354274441074306
2007-09-30,8.98229003278745,0.20714387702663994,-0.02436477630592919,-0.005936657173568505,0.7465767905753055,0.5093994962339619,0.027840746625004985,0.03531286747786569
2007-12-31,7.2814016710843195,0.21827470043606534,-0.024364776449770517,-0.007282212364193616,0.7691987818362127,0.5099547841890061,0.027840746454833854,0.03517662465160903
2008-03-31,5.534216445786452,0.2293588049758704,-0.024364776594897636,-0.008636174107731258,0.7954829401634619,0.5104612385657538,0.02784074628571717,0.035028448447354386
2008-06-30,3.7466089956676845,0.24051197740391497,-0.02436477674068883,-0.010001521592729753,0.792477918463482,0.5109956731917555,0.027840746116997325,0.03488394856186204
2008-09-30,1.8358027980969025,0.2518919998430143,-0.024364776885773917,-0.011398766589685479,0.7812595011010636,0.5116176640190819,0.027840745948474105,0.0347240105275379
2008-12-31,-0.25847845174326345,0.26306622091390897,-0.024364777032968004,-0.012808240544857345,0.961718628703955,0.512190609355297,0.02784074577987745,0.034521211322560405
2009-03-31,-1.1067652104706514,0.2757733093670705,-0.024364777220430907,-0.013428903213146479,1.0443428024237422,0.512851025847017,0.027840745611224457,0.03446053831015322
